Time (ms),Main Avg Current (mA)
175.60,3.878
175.80,3.898
176.00,3.906
176.20,3.84
176.40,3.84
176.60,3.914
176.80,3.91
177.00,3.854
177.20,3.826
177.40,3.91
177.60,3.896
177.80,3.882
178.00,3.932
178.20,3.878
178.40,3.838
178.60,3.874
178.80,3.884
179.00,3.906
179.20,3.8
179.40,3.862
179.60,3.92
179.80,3.932
180.00,3.868
180.20,3.884
180.40,3.878
180.60,3.912
180.80,3.822
181.00,3.89
181.20,3.906
181.40,3.878
181.60,3.876
181.80,3.866
182.00,3.89
182.20,3.874
182.40,3.866
182.60,3.878
182.80,3.878
183.00,3.934
183.20,3.932
183.40,3.748
183.60,3.906
183.80,3.888
184.00,3.89
184.20,3.878
184.40,3.874
184.60,3.904
184.80,3.882
185.00,3.846
185.20,3.898
185.40,3.898
185.60,3.844
185.80,3.854
186.00,3.854
186.20,3.868
186.40,3.914
186.60,3.918
186.80,3.87
187.00,3.868
187.20,3.892
187.40,3.91
187.60,3.862
187.80,3.874
188.00,3.868
188.20,3.906
188.40,3.866
188.60,3.888
188.80,3.888
189.00,3.868
189.20,3.892
189.40,3.91
189.60,3.832
189.80,3.824
190.00,3.9
190.20,3.948
190.40,3.9
190.60,3.862
190.80,3.844
191.00,3.882
191.20,3.844
191.40,3.896
191.60,3.89
191.80,3.898
192.00,3.882
192.20,3.882
192.40,3.84
192.60,3.86
192.80,3.892
193.00,3.898
193.20,3.918
193.40,3.856
193.60,3.838
193.80,3.948
194.00,3.868
194.20,3.896
194.40,3.844
194.60,3.86
194.80,3.904
195.00,3.87
195.20,3.844
195.40,3.856
195.60,3.926
195.80,3.922
196.00,3.892
196.20,3.856
196.40,3.846
196.60,3.966
196.80,3.83
197.00,3.852
197.20,3.882
197.40,3.926
197.60,3.91
197.80,3.854
198.00,3.81
198.20,3.928
198.40,3.934
198.60,3.854
198.80,3.838
199.00,3.876
199.20,3.884
199.40,3.884
199.60,3.89
199.80,3.876
200.00,3.888
200.20,3.884
200.40,3.866
200.60,3.856
200.80,3.878
201.00,3.898
201.20,3.904
201.40,3.816
201.60,3.896
201.80,3.876
202.00,3.888
202.20,3.892
202.40,3.87
202.60,3.852
202.80,3.89
203.00,3.918
203.20,3.848
203.40,3.9
203.60,3.848
203.80,3.9
204.00,3.892
204.20,3.852
204.40,3.888
204.60,3.878
204.80,3.888
205.00,3.9
205.20,3.844
205.40,3.882
205.60,3.884
205.80,3.954
206.00,3.838
206.20,3.848
206.40,3.892
206.60,3.898
206.80,3.922
207.00,3.844
207.20,3.854
207.40,3.912
207.60,3.822
207.80,3.816
208.00,3.888
208.20,3.97
208.40,3.892
208.60,3.836
208.80,3.868
209.00,3.862
209.20,3.906
209.40,3.86
209.60,3.954
209.80,3.862
210.00,3.838
210.20,3.898
210.40,3.868
210.60,3.878
210.80,3.874
211.00,3.862
211.20,3.904
211.40,3.918
211.60,3.874
211.80,3.8
212.00,3.932
212.20,3.918
212.40,3.86
212.60,3.81
212.80,3.912
213.00,3.86
213.20,3.92
213.40,3.884
213.60,3.878
213.80,3.852
214.00,3.862
214.20,3.936
214.40,3.912
214.60,3.844
214.80,3.876
215.00,3.874
215.20,3.876
215.40,3.868
215.60,3.898
215.80,3.862
216.00,3.892
216.20,3.87
216.40,3.89
216.60,3.86
216.80,3.874
217.00,3.862
217.20,3.898
217.40,3.898
217.60,3.838
217.80,3.906
218.00,3.868
218.20,3.914
218.40,3.844
218.60,3.874
218.80,3.912
219.00,3.9
219.20,3.898
219.40,3.802
219.60,3.922
219.80,3.904
220.00,3.844
220.20,3.826
220.40,3.888
220.60,3.932
220.80,3.906
221.00,3.926
221.20,3.814
221.40,3.844
221.60,3.878
221.80,3.91
222.00,3.914
222.20,3.882
222.40,3.838
222.60,3.904
222.80,3.912
223.00,3.862
223.20,3.848
223.40,3.882
223.60,3.904
223.80,3.9
224.00,3.904
224.20,3.884
224.40,3.848
224.60,3.86
224.80,3.87
225.00,3.888
225.20,3.918
225.40,3.852
225.60,3.832
225.80,3.906
226.00,3.89
226.20,3.9
226.40,3.862
226.60,3.9
226.80,3.852
227.00,3.9
227.20,3.9
227.40,3.824
227.60,3.918
227.80,3.836
228.00,2598.5
228.20,0
228.40,3.852
228.60,3.832
228.80,3.906
229.00,3.89
229.20,3.9
229.40,3.862
229.60,3.9
229.80,3.852
230.00,3.9
230.20,3.9
230.40,3.824
230.60,3.918
230.80,3.836
231.00,3.854
231.20,3.918
231.40,3.888
231.60,3.866
231.80,3.866
232.00,3.936
232.20,3.876
232.40,3.814
232.60,3.928
232.80,3.934
233.00,3.846
233.20,3.87
233.40,3.836
233.60,3.896
233.80,3.932
234.00,3.884
234.20,3.868
234.40,3.91
234.60,3.846
234.80,3.868
235.00,3.878
235.20,3.906
235.40,3.912
235.60,3.844
235.80,3.826
236.00,3.932
236.20,3.94
236.40,3.884
236.60,3.838
236.80,3.888
237.00,3.878
237.20,3.854
237.40,3.876
237.60,3.874
237.80,3.898
238.00,3.906
238.20,3.852
238.40,3.92
238.60,3.83
238.80,3.868
239.00,3.922
239.20,3.874
239.40,3.888
239.60,3.822
239.80,3.936
240.00,3.932
240.20,3.882
240.40,3.848
240.60,3.846
240.80,3.866
241.00,3.888
241.20,3.898
241.40,3.904
241.60,3.86
241.80,3.844
242.00,3.852
242.20,3.87
242.40,3.95
242.60,3.878
242.80,3.866
243.00,3.932
243.20,3.86
243.40,3.846
243.60,3.836
243.80,3.966
244.00,3.854
244.20,3.874
244.40,3.906
244.60,3.854
244.80,3.954
245.00,3.822
245.20,3.862
245.40,3.856
245.60,3.932
245.80,3.896
246.00,3.852
246.20,3.914
246.40,3.878
246.60,3.87
246.80,3.854
247.00,3.9
247.20,3.892
247.40,3.846
247.60,3.878
247.80,3.89
248.00,3.922
248.20,3.884
248.40,3.848
248.60,3.844
248.80,3.936
249.00,3.892
249.20,3.836
249.40,3.844
249.60,3.912
249.80,3.898
250.00,3.868
250.20,3.898
250.40,3.884
250.60,3.912
250.80,3.884
251.00,3.824
251.20,3.87
251.40,3.854
251.60,3.95
251.80,3.896
252.00,3.826
252.20,3.852
252.40,3.928
252.60,3.874
252.80,3.854
253.00,3.882
253.20,3.896
253.40,3.882
253.60,3.852
253.80,3.92
254.00,3.878
254.20,3.896
254.40,3.882
254.60,3.882
254.80,3.854
255.00,3.866
255.20,3.874
255.40,3.898
255.60,3.914
255.80,3.882
256.00,3.89
256.20,3.854
256.40,3.876
256.60,3.878
256.80,3.866
257.00,3.848
257.20,3.884
257.40,3.94
257.60,3.87
257.80,3.874
258.00,3.87
258.20,3.95
258.40,3.862
258.60,3.848
258.80,3.86
259.00,3.86
259.20,3.928
259.40,3.904
259.60,3.856
259.80,3.86
260.00,3.87
260.20,3.922
260.40,3.882
260.60,3.804
260.80,3.91
261.00,3.87
261.20,3.958
261.40,3.91
261.60,3.862
261.80,3.844
262.00,3.856
262.20,3.91
262.40,3.896
262.60,3.892
262.80,3.824
263.00,3.9
263.20,3.926
263.40,3.866
263.60,3.86
263.80,3.866
264.00,3.904
264.20,3.868
264.40,3.876
264.60,3.932
264.80,3.876
265.00,3.796
265.20,3.876
265.40,3.91
265.60,3.896
265.80,3.94
266.00,3.874
266.20,3.836
266.40,3.874
266.60,3.89
266.80,3.874
267.00,3.9
267.20,3.87
267.40,3.892
267.60,3.86
267.80,3.896
268.00,3.878
268.20,3.862
268.40,3.898
268.60,3.91
268.80,3.86
269.00,3.91
269.20,3.854
269.40,3.914
269.60,3.782
269.80,3.912
270.00,3.9
270.20,3.914
270.40,3.844
270.60,3.898
270.80,3.868
271.00,3.882
271.20,3.87
271.40,3.892
271.60,3.862
271.80,3.882
272.00,3.86
272.20,3.884
272.40,3.914
272.60,3.86
272.80,3.896
273.00,3.824
273.20,3.86
273.40,3.95
273.60,3.9
273.80,3.838
274.00,3.89
274.20,3.83
274.40,3.892
274.60,3.944
274.80,3.922
275.00,3.844
275.20,3.832
275.40,3.868
275.60,3.91
275.80,3.882
276.00,3.898
276.20,3.954
276.40,3.854
276.60,3.87
276.80,3.866
277.00,3.882
277.20,3.878
277.40,3.89
277.60,3.866
277.80,3.884
278.00,3.846
278.20,3.942
278.40,3.844
278.60,3.918
278.80,3.854
279.00,3.876
279.20,3.888
279.40,3.888
279.60,3.844
279.80,3.862
280.00,3.926
280.20,3.898
280.40,3.882
280.60,3.882
280.80,3.856
281.00,3.876
281.20,3.89
281.40,3.868
281.60,3.926
281.80,3.89
282.00,3.868
282.20,3.826
282.40,3.92
282.60,3.862
282.80,3.876
283.00,3.904
283.20,3.874
283.40,3.86
283.60,3.822
283.80,3.928
284.00,3.92
284.20,3.896
284.40,3.888
284.60,3.84
284.80,3.854
285.00,3.918
285.20,3.904
285.40,3.86
285.60,3.884
285.80,3.904
286.00,3.83
286.20,3.904
